+-------+-----+-------+-------+------+-----+--------+--------------------+-------+-------+--------+-------+-------+-------+-------+--------+------------+-------------+----------------+------------+
| COUNT | 1XX |  2XX  |  3XX  | 4XX  | 5XX | METHOD |        URI         |  MIN  |  MAX  |  SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  |  MAX(BODY)  |   SUM(BODY)    | AVG(BODY)  |
+-------+-----+-------+-------+------+-----+--------+--------------------+-------+-------+--------+-------+-------+-------+-------+--------+------------+-------------+----------------+------------+
| 586   | 0   | 586   | 0     | 0    | 0   | GET    | ^/@.*              | 0.048 | 8.172 | 78.606 | 0.134 | 0.160 | 0.176 | 0.264 | 0.334  | 1503.000   | 5534.000    | 1916189.000    | 3269.947   |
| 59113 | 0   | 16175 | 42938 | 0    | 0   | GET    | ^/image/[0-9]+.jpg | 0.000 | 0.084 | 67.198 | 0.001 | 0.004 | 0.008 | 0.012 | 0.003  | 48008.000  | 375225.000  | 1795293078.000 | 30370.529  |
| 500   | 0   | 500   | 0     | 0    | 0   | GET    | /posts             | 0.016 | 0.296 | 52.888 | 0.106 | 0.140 | 0.156 | 0.204 | 0.030  | 4928.000   | 5786.000    | 2668540.000    | 5337.080   |
| 7991  | 0   | 7991  | 0     | 0    | 0   | GET    | /                  | 0.004 | 0.616 | 49.116 | 0.006 | 0.012 | 0.012 | 0.024 | 0.010  | 2590.000   | 6108.000    | 22946082.000   | 2871.491   |
| 3026  | 0   | 3026  | 0     | 0    | 0   | GET    | ^/posts/[0-9]+     | 0.004 | 0.064 | 44.564 | 0.015 | 0.024 | 0.028 | 0.040 | 0.008  | 708.000    | 1912.000    | 3809371.000    | 1258.880   |
| 698   | 0   | 0     | 349   | 349  | 0   | POST   | /                  | 0.000 | 0.268 | 29.983 | 0.043 | 0.128 | 0.148 | 0.180 | 0.052  | 0.000      | 0.000       | 0.000          | 0.000      |
| 5100  | 0   | 0     | 5100  | 0    | 0   | POST   | /login             | 0.000 | 0.036 | 18.304 | 0.004 | 0.008 | 0.012 | 0.016 | 0.004  | 0.000      | 0.000       | 0.000          | 0.000      |
| 1303  | 0   | 0     | 1303  | 0    | 0   | POST   | /register          | 0.004 | 0.108 | 15.320 | 0.012 | 0.020 | 0.024 | 0.036 | 0.008  | 0.000      | 0.000       | 0.000          | 0.000      |
| 42296 | 0   | 578   | 41718 | 0    | 0   | GET    | ^/image/[0-9]+.png | 0.004 | 0.068 | 5.900  | 0.000 | 0.000 | 0.000 | 0.007 | 0.001  | 833879.000 | 1221082.000 | 518134741.000  | 12250.207  |
| 1303  | 0   | 0     | 0     | 1303 | 0   | GET    | /admin/banned      | 0.008 | 0.028 | 4.615  | 0.004 | 0.008 | 0.012 | 0.016 | 0.004  | 0.000      | 0.000       | 0.000          | 0.000      |
| 363   | 0   | 0     | 363   | 0    | 0   | POST   | /comment           | 0.004 | 0.068 | 4.184  | 0.012 | 0.016 | 0.020 | 0.036 | 0.007  | 0.000      | 0.000       | 0.000          | 0.000      |
| 1824  | 0   | 1824  | 0     | 0    | 0   | GET    | /login             | 0.000 | 0.016 | 3.640  | 0.002 | 0.004 | 0.008 | 0.012 | 0.003  | 615.000    | 615.000     | 1121760.000    | 615.000    |
| 912   | 0   | 0     | 912   | 0    | 0   | GET    | /logout            | 0.000 | 0.012 | 1.608  | 0.002 | 0.004 | 0.004 | 0.012 | 0.002  | 24.000     | 24.000      | 21888.000      | 24.000     |
| 1     | 0   | 1     | 0     | 0    | 0   | GET    | /initialize        | 0.768 | 0.768 | 0.768  | 0.768 | 0.768 | 0.768 | 0.768 | 0.000  | 0.000      | 0.000       | 0.000          | 0.000      |
| 48    | 0   | 48    | 0     | 0    | 0   | GET    | ^/image/[0-9]+.gif | 0.004 | 0.020 | 0.384  | 0.008 | 0.016 | 0.016 | 0.020 | 0.004  | 465020.000 | 567699.000  | 25462157.000   | 530461.604 |
| 6861  | 0   | 1     | 6860  | 0    | 0   | GET    | /js/main.js        | 0.000 | 0.000 | 0.000  | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 1824.000    | 1824.000       | 0.266      |
| 6861  | 0   | 1     | 6860  | 0    | 0   | GET    | /css/style.css     | 0.000 | 0.000 | 0.000  | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 1549.000    | 1549.000       | 0.226      |
| 6861  | 0   | 1     | 6860  | 0    | 0   | GET    | /js/timeago.min.js | 0.000 | 0.000 | 0.000  | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 1915.000    | 1915.000       | 0.279      |
| 6861  | 0   | 1     | 6860  | 0    | 0   | GET    | /favicon.ico       | 0.000 | 0.000 | 0.000  | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 43.000      | 43.000         | 0.006      |
+-------+-----+-------+-------+------+-----+--------+--------------------+-------+-------+--------+-------+-------+-------+-------+--------+------------+-------------+----------------+------------+
